Tanggal,No Faktur,Nama Supplier,Jenis Pembelian,Deadline,Kode Obat,Nama Obat,Tgl.Expired,Jumlah,Harga Beli,Diskon,Pajak,Nilai Total,Total Transaksi
7/3/2025,01397/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,6/4/2025,OK038,"ERLAMYCETIN CREAM
MATA 3,5GR",1/8/2028,4,"11655,00","8,00%","0,00%","42890,40","366.320,75"
,,,,,OK055,CETIRIZINE TAB,1/11/2026,20,"3330,00","30,00%","0,00%","46620,00",
,,,,,PB006,BYE BYE FEVER 0-2 TH,1/10/2027,10,"6605,00","5,00%","0,00%","62747,50",
,,,,,OB007,"SP TROCHES
STRAWBERRY 6'S",1/10/2027,5,"14978,34","8,00%","0,00%","68900,35",
,,,,,OK116,MUCOS SYR,1/12/2026,2,"18315,00","25,00%","0,00%","27472,50",
,,,,,OK144,MUCOS TAB,1/10/2026,10,"8880,00","30,00%","0,00%","62160,00",
,,,,,OK031,SCANDEXON,1/8/2027,30,"1851,00","25,00%","0,00%","41647,50",
,,,,,OK145,SCANDEXON 100'S,1/9/2027,10,"1851,00","25,00%",0,"13882,50",
8/3/2025,01524/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,7/4/2025,OBT001,BISOLVON 8MG TAB,1/10/2026,10,"25403,60","5,00%","0,00%","241334,20","1.020.254,77"
,,,,,PB007,BYE BYE FEVER ANAK,1/10/2027,10,"9296,00","4,00%","0,00%","89241,60",
,,,,,PK010,SALONPLAS HIJAU,1/10/2027,10,"6526,80","5,00%","0,00%","62004,60",
,,,,,PK009,SALONPLAS HOT,1/7/2027,10,"6527,00","5,00%","0,00%","62006,50",
,,,,,OBT070,LERZIN SYR 60ML,1/12/2028,3,"6216,00","10,00%","0,00%","16783,20",
,,,,,OL140,MY CORAL 5 G,1/8/2026,5,"18870,00","15,00%","0,00%","80197,50",
,,,,,VS043,NEUROBION FORTE,1/1/2027,5,"43682,20","3,00%","0,00%","211858,65",
,,,,,OBT020,"COMBANTRINE SIRUP
JERUK 10ML",1/11/2026,3,"19358,40","4,00%","0,00%","55752,18",
,,,,,VS016,VITACIMIN 2'S LEMON,1/12/2026,50,"1576,20","5,00%","0,00%","74869,50",
,,,,,OL021,"MY BABY MINYAK TELON
60ML",1/1/2027,2,"15288,03","5,00%","0,00%","29047,26",
,,,,,OL022,"MY BABY MINYAK TELON
90ML",1/11/2026,2,"20686,00","2,00%","0,00%","40544,56",
,,,,,OL171,MKP GAJAH 30ML,1/9/2028,2,"9964,77","2,00%","0,00%","19530,94",
,,,,,OL172,MKP GAJAH 60ML,1/9/2028,2,"18920,45","2,00%","0,00%","37084,08",
10/3/2025,"INV-42003/2503
/16490",KDE (KARYA DWI ELANG),HUTANG,9/4/2025,PB023,CALADINE BABY PWD 100G,1/9/2027,2,"10490,00","15,00%","11,00%","19794,64","802.585,23"
,,,,,OL006,VICKS VAPORUB 10GR,1/12/2026,10,"7067,00","4,00%","11,00%","75306,00",
,,,,,OL007,VICKS VAPORUB 25GR,1/12/2025,3,"17590,00","3,00%","11,00%","56817,45",
,,,,,HO058,OBAT GIGI KAKAK TUA,1/11/2027,2,"11300,00","2,00%","11,00%","24584,28",
,,,,,OL147,MYK ANGIN SAFE CARE HIJAU 10ML,1/1/2028,3,"13649,00","3,00%","11,00%","44087,64",
,,,,,OL121,TOPCORT,1/11/2026,5,"24800,00","3,00%","11,00%","133510,80",
,,,,,OL169,COUNTERPAIN COOL 15G,1/11/2027,2,"22300,00","1,00%","11,00%","49010,94",
,,,,,OL034,COUNTERPAIN 15GR,1/11/2027,4,"23300,00","1,00%","11,00%","102417,48",
,,,,,OB011,COOLING 5 PLUS ORANGE 15ML,1/12/2026,2,"34000,00","8,00%","11,00%","69441,60",
,,,,,OBT040,INSTO REG 7.5ML,30/09/2028,5,"12280,00","3,00%","11,00%","66109,40",
,,,,,OK090,MEFINAL 500MG,1/12/2026,10,"15000,00","3,00%","11,00%","161505,00",
10/3/2025,"INV-42003/2503
/16492",KDE (KARYA DWI ELANG),HUTANG,9/4/2025,OK064,SPASMAL TAB,1/6/2026,10,"9500,00","5,00%","11,00%","100177,50","632.146,92"
,,,,,OK001,SIMVASTATIN 10MG,8/2/2027,20,"3800,00","40,00%","11,00%","50616,00",
,,,,,OK008,AMLODIPINE 10MG,1/7/2026,20,"6210,00","25,00%","11,00%","103396,60",
,,,,,OB053,TEMPRA ANGGUR DROP 15ML,1/12/2026,3,"41500,00","1,00%","11,00%","136813,05",
,,,,,OB058,TERMOREX DROP 15ML,1/6/2026,3,"19210,00","3,00%","11,00%","62050,23",
,,,,,PK020,TROPICANA DIABTX 25'S,1/7/2027,2,"23000,00","4,00%","11,00%","49017,60",
,,,,,PK034,STREPSIL COOL,1/11/2027,8,"9528,00","2,00%","11,00%","82916,48",
,,,,,VS004,CDR EFF 10'S TUBE,1/6/2026,1,"43800,00","3,00%","11,00%","47159,46",
10/3/2025,"INV-42003/2503
/16493",KDE (KARYA DWI ELANG),HUTANG,9/4/2025,AK074,AUTOCHECK KOLESTROL,1/5/2026,1,"150000,00","3,00%","11,00%","161505,00","464.739,52"
,,,,,AK086,AVICO TERMOMETER,31/12/2028,5,"15000,00","3,00%","11,00%","80752,50",
,,,,,AK087,SAVE GLOVE L,1/11/2028,2,"34077,00","2,00%","11,00%","74137,92",
,,,,,AK088,SAVE GLOVE M,1/8/2029,2,"34077,00","2,00%","11,00%","74137,92",
,,,,,OL132,BETADINE OINT 10G,1/8/2027,2,"21710,00","3,00%","11,00%","46750,32",
,,,,,OL161,BETADINE OINT 5G,1/6/2027,2,"12750,00","3,00%","11,00%","27455,86",
10/3/2025,"INV-42003/2503
/16495",KDE (KARYA DWI ELANG),HUTANG,9/4/2025,OBT058,DEMACOLIN TAB,1/11/2028,30,"4775,00","6,00%","11,00%","149467,20","476.273,10"
,,,,,OBT056,PARATUSIN TAB,1/10/2026,20,"13634,65","12,00%","11,00%","266366,40",
,,,,,OK146,RHINOS JUNIOR 60ML,1/9/2026,1,"55000,00","1,00%","11,00%","60439,50",
12/3/2025,02143/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,11/4/2025,OL040,BENOSON N CR 5G,1/11/2029,5,"18669,09","0,00%","0,00%","93345,45","861.807,96"
,,,,,OL142,GARABIOTIC CR,1/12/2027,1,"10095,00","99,00%","0,00%","100,95",
,,,,,OL058,HEROCYN 85G,1/10/2029,3,"11322,00","0,00%","0,00%","33966,00",
,,,,,PB006,BYE BYE FEVER 0-2 TH,1/10/2027,10,"6605,00","5,00%","0,00%","62747,50",
,,,,,OB048,OBH SURYA,1/1/2029,3,"5625,48","0,00%","0,00%","16876,44",
,,,,,OK113,PRONICY,1/8/2026,20,"3552,00","20,00%","0,00%","56832,00",
,,,,,OBT122,PARAMEX BIRU,1/8/2026,50,"2286,60","2,00%","0,00%","112043,50",
,,,,,OK101,VITAL EAR OIL,1/10/2027,3,"14763,00","9,10%","0,00%","40258,71",
,,,,,VS007,ENERVON C TAB 4'S,1/7/2026,25,"4703,33","3,00%","0,00%","114055,75",
,,,,,OL084,ONE MED RIVANOL 100ML,1/10/2027,5,"3968,25","20,00%","0,00%","15873,00",
,,,,,OB023,MICROLAX GEL,1/9/2027,5,"21867,00","10,00%","0,00%","98401,50",
,,,,,VS033,IMBOOST FORCE SYR,1/9/2026,2,"67170,00","3,00%","0,00%","130309,80",
,,,,,H025,LELAP,1/8/2026,6,"14948,00","3,00%","0,00%","86997,36",
12/3/2025,02145/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,11/4/2025,OL090,CANESTEN CR 5G,1/7/2026,2,"25858,56","5,00%","0,00%","49131,26","710.809,56"
,,,,,OBT071,INCIDAL TAB,1/11/2026,8,"16914,87","8,00%","0,00%","124493,44",
,,,,,OK039,PIROCAM 20MG,1/7/2029,30,"2775,00","25,00%","0,00%","62437,50",
,,,,,OK077,VOLTADEX 50MG,1/8/2026,30,"4440,00","40,00%","0,00%","79920,00",
,,,,,OL066,GPU URUT SEREH 30ML,1/9/2029,3,"8799,99","3,00%","0,00%","25607,97",
,,,,,VS093,CAVIPLEX CDEZ,1/7/2026,10,"11526,82","8,00%","0,00%","106046,70",
,,,,,OL076,NEO ULTRASILINE CR 5GR,1/12/2027,5,"9442,77","0,00%","0,00%","47213,85",
,,,,,OL049,ACIFAR KRIM,1/12/2027,5,"6631,14","10,00%","0,00%","29840,15",
,,,,,OK034,OMEPRAZOL TAB 20 MG,1/9/2028,15,"4305,32","25,00%","0,00%","48434,85",
,,,,,OK053,"HYDROCORTISONE 2,5%
CR 5G",1/9/2029,6,"5827,50","0,00%","0,00%","34965,00",
,,,,,OL153,FUNGIDERM CR 5G,1/10/2029,2,"12953,70","7,50%","0,00%","23964,34",
,,,,,VS028,COD LIVER OIL,1/7/2028,2,"11988,00","10,00%","0,00%","21578,40",
,,,,,OL054,HOTIN DCL 60GR KR,1/11/2026,3,"19058,70","0,00%","0,00%","57176,10",
12/3/2025,02146/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,11/4/2025,OBT121,"OBH COMBI ANAK STRAW
BATUK PLUS",1/11/2026,5,"15928,50","3,00%","0,00%","77253,20","180.542,90"
,,,,,OBT055,PARATUSIN SYR 60ML,1/9/2026,3,"36242,00","5,00%","0,00%","103289,70",
12/3/2025,FT10236549,SSF (SEJAHTERA SURYA FARMA),HUTANG,2/4/2025,OB035,PROMAG TAB,6/7/2027,72,"7766,66","4,00%","0,00%","536831,28","667.510,28"
,,,,,VS092,ENERVON ACTIVE 4'S,1/5/2026,25,"5227,16","0,00%","0,00%","130679,00",
14/03/2025,02659/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,16/04/2025,AK011,"HANSAPLAST ROLL 1,25CM
X 5M",1/9/2027,10,"10767,00","2,00%","0,00%","105516,60","791.078,96"
,,,,,AK020,HYPAFIX 5CMx1M,1/3/2029,3,"23698,50","8,00%","0,00%","65407,86",
,,,,,OK047,SUCRALFATE SUS,1/3/2026,2,"18315,00","20,00%","0,00%","29304,00",
,,,,,OK051,"METHYLPREDNISOLON 4
MG TAB",1/4/2026,30,"4445,55","50,00%","0,00%","66683,10",
,,,,,VS068,NEURODEX,1/7/2026,20,"5045,44","10,00%","0,00%","90818,00",
,,,,,PB011,CALADINE LOTION 60ML,1/5/2026,3,"16261,50","5,00%","0,00%","46345,26",
,,,,,OB049,FASIDOL,1/1/2029,30,"3128,20","10,00%","0,00%","84461,40",
,,,,,OB021,SP TROCHES MELON 6'S,1/10/2027,5,"14978,34","8,00%","0,00%","68900,35",
,,,,,OB007,"SP TROCHES
STRAWBERRY 6'S",1/10/2027,5,"14978,34","8,00%","0,00%","68900,35",
,,,,,OBT076,ZINC SYR 60ML,1/9/2026,3,"9435,00","40,00%","0,00%","16983,00",
,,,,,OBT077,OSKADON SP,1/4/2027,25,"1650,00","0,00%","0,00%","41250,00",
,,,,,OBT079,OSKADON TAB,1/7/2029,50,"1700,00","0,00%","0,00%","85000,00",
,,,,,AK041,"BEDAK GAJAH SALICYL
MENTHOL 100G",1/11/2028,3,"7316,00","2,00%","0,00%","21509,04",
14/03/2025,02660/PJ/03/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,13/04/2025,OK013,CENDO XITROL ED 5ML,1/4/2027,2,"33189,00","9,10%","0,00%","60337,60","529.968,97"
,,,,,OBT038,PEDITOX 50ML,1/7/2026,3,"9102,00","3,00%","0,00%","26486,82",
,,,,,OK006,METFORMIN 500MG,21/02/2027,30,"2417,58","10,00%","0,00%","65274,60",
,,,,,OL173,MKP LANG PLUS 60ML,1/4/2029,3,"21183,24","5,00%","0,00%","60372,24",
,,,,,OL026,CALLUSOL 10ML,1/10/2026,2,"31080,00","4,00%","0,00%","59673,60",
,,,,,OK101,VITAL EAR OIL,1/10/2027,3,"14763,00","9,10%","0,00%","40258,71",
,,,,,OK042,OMERIC 100MG,1/10/2026,30,"2808,30","5,00%","0,00%","80036,40",
,,,,,OL027,KUTILOS 10ML,1/10/2026,3,"28860,00","10,00%","0,00%","77922,00",
,,,,,OB039,SANMOL DROP 15ML,1/1/2027,3,"19869,00","0,00%","0,00%","59607,00",
14/03/2025,"TMP-INV-2025/0
3/14/1425168","TMP (TEKNOLOGI MEDIKA
PRATAMA)",HUTANG,13/04/2025,OB050,PAMOL,1/10/2028,20,"9450,00","10,00%","11,00%","188811,00","349.330,27"
,,,,,OK148,CATAFLAM FAST,1/6/2026,9,"8626,33","0,00%","11,00%","86177,07",
,,,,,OK034,OMEPRAZOL TAB 20 MG,1/12/2026,20,"4750,00","29,50%","11,00%","74342,20",
15/03/2025,02006/PJ/03/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,30/05/2024,AK020,HYPAFIX 5CMx1M,1/4/2025,2,"21922,50","8,00%","0,00%","40337,40","1.000.490,15"
,,,,,OK082,ERPHAFLAM,1/11/2026,20,"3580,40","0,00%","0,00%","71608,00",
,,,,,OK106,VENTOLIN,1/7/2025,20,"14609,79","2,00%","0,00%","286351,80",
,,,,,VS043,NEUROBION FORTE,1/1/2026,5,"41209,41","3,00%","0,00%","199865,65",
,,,,,OBT100,HUFAGRIF FLU KUNING,1/8/2025,40,"8186,25","0,00%","0,00%","327450,00",
,,,,,OK107,CARBIDU,1/11/2025,20,"1459,87","10,00%","0,00%","26277,60",
,,,,,OL054,HOTIN DCL 60GR KR,1/11/2025,3,"19058,70","15,00%","0,00%","48599,70",
